OrderID,OrderDate,Gender,AgeGroup,Channel,ShipDate,ItemCode,MapCode,Quantity,Revenue,Cost,Category,Item Type,Region,Country,Code2,Code3,Latitude,Longitude
101813066,2019-05-06,Female,20s,Offline,2019-05-07,C10005,5,65,34478.4,12585.144,Foods,Baby Food,Asia,China,CN,CHN,35.86166,104.195397
101817786,2018-03-16,Female,30s,Online,2018-03-24,B10001,5,93,39021.6,18492.72,Clothes,Clothes,Asia,China,CN,CHN,35.86166,104.195397
101819074,2019-06-27,Female,30s,Online,2019-06-29,B10001,11,97,13029.0,10857.532,Clothes,Clothes,Europe,France,FR,FRA,46.227638,2.213749
101928937,2019-02-20,Male,50s,Offline,2019-02-24,D10001,15,61,16470.6,13725.488,Home,Household,Europe,Iceland,IS,ISL,65.0,-18.0
101929366,2019-03-09,Female,60s,Online,2019-03-09,A10002,39,44,30220.1,12685.174,Beauty & Health,Personal Care,America,United States of America,US,USA,37.09024,-95.712891
101949965,2019-08-07,Male,30s,Offline,,B10001,18,76,30204.3,16085.164,Clothes,Clothes,Africa,Kenya,KE,KEN,1.0,38.0
101969707,2018-09-19,Female,30s,Online,2018-09-23,C10002,27,57,16234.3,13528.606,Foods,Beverages,Europe,Poland,PL,POL,51.919438,19.145136
101989448,2020-05-18,Male,30s,Online,2020-05-20,C10003,5,116,30122.9,25102.457,Foods,Vegetables,Asia,China,CN,CHN,35.86166,104.195397
102038800,2019-05-26,Male,30s,Offline,,A10001,24,54,20256.9,17190.845,Beauty & Health,Cosmetics,Oceania,New Zealand,NZ,NZL,-41.28648,174.776217
102067553,2020-12-07,Female,20s,Online,2020-12-10,C10003,23,59,32627.8,27189.812,Foods,Vegetables,Asia,Nepal,NP,NPL,28.394857,84.124008
102136218,2020-07-30,Female,30s,Offline,,C10005,39,56,39777.4,16282.166,Foods,Baby Food,America,United States of America,US,USA,37.09024,-95.712891
102148663,2019-10-21,Female,30s,Online,2019-10-27,C10002,38,60,57052.5,30988.389,Foods,Beverages,Europe,United Kingdom,GB,GBR,51.51333,-0.088947
102164113,2018-12-23,Female,40s,Offline,,D10001,4,42,18985.1,15820.875,Home,Household,America,Canada,CA,CAN,45.423494,-75.697933
102175700,2018-08-16,Male,30s,Offline,2018-08-22,B10001,4,52,45897.6,38248.0,Clothes,Clothes,America,Canada,CA,CAN,45.423494,-75.697933
102203166,2017-12-13,Female,20s,Offline,,A10001,22,53,16372.0,13643.298,Beauty & Health,Cosmetics,Africa,Morocco,MA,MAR,31.791702,-7.09262
102258527,2019-03-18,Female,50s,Offline,,B10001,5,83,30474.1,19885.462,Clothes,Clothes,Asia,China,CN,CHN,35.86166,104.195397
102267539,2018-11-21,Male,40s,Online,2018-11-23,A10001,4,83,14866.7,12388.906,Beauty & Health,Cosmetics,America,Canada,CA,CAN,45.423494,-75.697933
102294147,2018-02-08,Female,60s,Online,2018-02-13,A10001,17,43,24504.3,23505.486,Beauty & Health,Cosmetics,Asia,Japan,JP,JPN,36.204824,138.252924
102368390,2019-01-15,Female,40s,Online,2019-01-17,C10003,39,39,39912.8,22748.774,Foods,Vegetables,America,United States of America,US,USA,37.09024,-95.712891
102376115,2018-09-24,Male,40s,Offline,,D10001,10,55,51056.2,39218.222,Home,Household,Africa,Ethiopia,ET,ETH,8.0,38.0
102424609,2017-10-25,Female,30s,Online,2017-10-27,C10004,5,72,22566.8,11918.861,Foods,Fruits,Asia,China,CN,CHN,35.86166,104.195397
102459371,2018-01-11,Female,40s,Offline,2018-01-16,A10002,39,94,38873.3,11129.988,Beauty & Health,Personal Care,America,United States of America,US,USA,37.09024,-95.712891
102478253,2019-05-12,Female,20s,Offline,,A10001,20,47,35473.9,23312.277,Beauty & Health,Cosmetics,America,Mexico,MX,MEX,23.634501,-102.552784
102517735,2020-12-25,Female,30s,Online,2021-01-02,A10001,14,98,37246.3,37193.518,Beauty & Health,Cosmetics,Europe,Hungary,HU,HUN,47.162494,19.503304
102518165,2019-02-17,Male,20s,Online,2019-02-22,C10002,18,81,39785.7,18455.45,Foods,Beverages,Africa,Kenya,KE,KEN,1.0,38.0
102541339,2018-03-09,Male,30s,Offline,,C10002,12,75,13943.8,11619.815,Foods,Beverages,Europe,Germany,DE,DEU,52.5234051,13.4113999
102545201,2017-07-26,Female,20s,Online,2017-07-30,D10001,38,61,13268.4,12687.389,Home,Household,Europe,United Kingdom,GB,GBR,51.51333,-0.088947
102564084,2017-03-03,Female,30s,Online,2017-03-08,C10004,4,99,14139.3,11782.742,Foods,Fruits,America,Canada,CA,CAN,45.423494,-75.697933
102577817,2018-08-09,Female,20s,Offline,,C10003,8,59,13488.1,9639.56,Foods,Vegetables,Europe,Denmark,DK,DNK,56.26392,9.501785
102588117,2019-01-19,Male,50s,Online,2019-01-22,B10001,9,78,39733.6,17207.864,Clothes,Clothes,Africa,Egypt,EG,EGY,26.820553,30.802498
102588975,2020-12-20,Male,20s,Online,2020-12-26,C10004,28,55,38257.7,31881.378,Foods,Fruits,Europe,Russia,RU,RUS,55.755786,37.617633
102625882,2020-12-08,Female,30s,Online,2020-12-11,C10001,37,67,36271.8,20152.348,Foods,Snacks,Europe,Turkey,TR,TUR,38.963745,35.243322
102633607,2018-04-04,Female,50s,Offline,2018-04-07,C10002,5,89,18714.2,15595.167,Foods,Beverages,Asia,China,CN,CHN,35.86166,104.195397
102660214,2020-02-26,Male,60s,Offline,,A10002,28,36,33964.8,28303.966,Beauty & Health,Personal Care,Europe,Russia,RU,RUS,55.755786,37.617633
102697551,2020-02-13,Male,30s,Offline,2020-02-14,C10002,32,57,34227.2,14868.472,Foods,Beverages,Europe,Spain,ES,ESP,40.463667,-3.74922
102697980,2019-09-02,Female,20s,Online,2019-09-05,B10001,8,65,37905.4,14773.307,Clothes,Clothes,Europe,Denmark,DK,DNK,56.26392,9.501785
102708280,2018-01-04,Female,50s,Offline,,C10005,23,77,39893.9,19124.023,Foods,Baby Food,Asia,Nepal,NP,NPL,28.394857,84.124008
102722012,2017-04-01,Female,50s,Offline,,C10003,25,47,16616.7,13847.275,Foods,Vegetables,Europe,Norway,NO,NOR,59.9138204,10.7387413
102726304,2020-12-02,Female,50s,Online,2020-12-06,B10001,29,56,30163.2,14288.496,Clothes,Clothes,Africa,Senegal,SN,SEN,14.497401,-14.452362
102764499,2017-02-08,Female,20s,Offline,,C10007,39,57,18244.5,15203.771,Foods,Meat,America,United States of America,US,USA,37.09024,-95.712891
102807843,2019-10-15,Male,20s,Offline,,D10002,4,91,39414.7,39263.479,Office,Office Supplies,America,Canada,CA,CAN,45.423494,-75.697933
102854621,2017-03-12,Male,30s,Online,2017-03-17,D10002,19,48,34569.6,23782.099,Office,Office Supplies,Asia,Malaysia,MY,MYS,4.210484,101.975766
102894961,2017-02-10,Female,20s,Offline,2017-02-11,C10004,41,86,14171.6,11809.692,Foods,Fruits,Asia,Yemen,YE,YEM,15.0,48.0
102902686,2020-09-23,Female,60s,Online,2020-09-24,C10006,28,79,30559.8,25466.502,Foods,Cereal,Europe,Russia,RU,RUS,55.755786,37.617633
102917706,2019-10-25,Female,50s,Online,2019-10-27,C10007,37,58,38191.6,38166.934,Foods,Meat,Europe,Turkey,TR,TUR,38.963745,35.243322
102919852,2020-01-28,Female,20s,Offline,,C10005,39,55,39674.9,17130.108,Foods,Baby Food,America,United States of America,US,USA,37.09024,-95.712891
102939593,2019-02-23,Male,60s,Online,2019-02-26,A10001,23,89,37481.8,14013.731,Beauty & Health,Cosmetics,Asia,Nepal,NP,NPL,28.394857,84.124008
102949893,2018-10-26,Male,50s,Offline,2018-10-28,B10001,26,93,19035.7,15863.064,Clothes,Clothes,Asia,Philippines,PH,PHL,14.5833333,120.9666667
102990663,2020-12-11,Male,60s,Offline,2020-12-12,C10002,15,39,31213.7,13269.88,Foods,Beverages,Europe,Iceland,IS,ISL,65.0,-18.0
103027570,2019-08-11,Female,20s,Online,2019-08-13,A10002,23,96,39406.3,22631.877,Beauty & Health,Personal Care,Asia,Nepal,NP,NPL,28.394857,84.124008
103079497,2020-07-10,Male,20s,Online,2020-07-13,C10003,16,93,30362.5,25302.051,Foods,Vegetables,Europe,Italy,IT,ITA,41.87194,12.56738
103090226,2017-05-03,Female,40s,Offline,,C10006,17,65,16261.3,14121.905,Foods,Cereal,Asia,Japan,JP,JPN,36.204824,138.252924
103100526,2018-09-30,Male,30s,Online,2018-10-07,D10002,22,50,6008.5,5007.1,Office,Office Supplies,Africa,Morocco,MA,MAR,31.791702,-7.09262
103110396,2020-12-22,Male,20s,Online,2020-12-29,C10002,35,47,31313.3,19119.325,Foods,Beverages,Asia,Thailand,THA,TH,13.75,100.5167
103137433,2019-11-30,Male,20s,Offline,,B10001,12,83,36984.6,30820.484,Clothes,Clothes,Europe,Germany,DE,DEU,52.5234051,13.4113999
103208673,2020-05-24,Male,30s,Online,2020-05-28,D10001,34,68,38032.7,31693.946,Home,Household,Asia,Taiwan,TW,TWN,23.69781,120.960515
103227126,2018-12-31,Female,30s,Online,2019-01-07,A10002,4,63,13902.3,11585.228,Beauty & Health,Personal Care,America,Canada,CA,CAN,45.423494,-75.697933
103247296,2019-03-04,Female,30s,Online,2019-03-06,B10001,41,54,38909.2,14709.823,Clothes,Clothes,Asia,Yemen,YE,YEM,15.0,48.0
103249013,2019-05-29,Male,50s,Offline,,B10001,5,97,38799.8,32333.193,Clothes,Clothes,Asia,China,CN,CHN,35.86166,104.195397
103273046,2020-04-15,Male,20s,Offline,2020-04-16,D10002,32,67,38298.2,14076.051,Office,Office Supplies,Europe,Spain,ES,ESP,40.463667,-3.74922
103289783,2018-09-22,Male,30s,Offline,,B10001,18,74,20605.5,17171.271,Clothes,Clothes,Africa,Kenya,KE,KEN,1.0,38.0
103331410,2020-02-24,Female,20s,Online,2020-03-04,C10003,33,35,36197.5,30164.563,Foods,Vegetables,Europe,Sweden,SE,SWE,59.6167,16.55
103355443,2019-09-21,Male,30s,Online,2019-09-24,A10001,16,48,30787.1,25655.933,Beauty & Health,Cosmetics,Europe,Italy,IT,ITA,41.87194,12.56738
103357160,2019-11-08,Male,20s,Offline,2019-11-09,C10007,39,65,30682.5,25568.716,Foods,Meat,America,United States of America,US,USA,37.09024,-95.712891
103431832,2020-04-06,Male,30s,Online,2020-04-08,C10002,5,94,38113.9,31761.621,Foods,Beverages,Asia,China,CN,CHN,35.86166,104.195397
103458440,2017-10-12,Male,30s,Online,2017-10-15,C10002,33,36,14185.1,3197.04,Foods,Beverages,Europe,Sweden,SE,SWE,59.6167,16.55
103467023,2019-01-02,Female,60s,Offline,2019-01-03,B10001,16,42,39620.4,14064.609,Clothes,Clothes,Europe,Italy,IT,ITA,41.87194,12.56738
103482902,2019-05-11,Female,20s,Offline,,A10001,17,59,30252.6,14769.137,Beauty & Health,Cosmetics,Asia,Japan,JP,JPN,36.204824,138.252924
103513371,2020-05-04,Male,50s,Online,2020-05-08,C10002,19,56,31316.7,19206.641,Foods,Beverages,Asia,Malaysia,MY,MYS,4.210484,101.975766
103517663,2018-04-03,Female,30s,Offline,2018-04-06,C10004,30,38,26301.3,16506.336,Foods,Fruits,Asia,Singapore,SG,SGP,1.2894066,103.8499619
103567016,2018-05-27,Male,60s,Online,2018-05-29,B10001,24,55,4441.1,3700.9,Clothes,Clothes,Oceania,New Zealand,NZ,NZL,-41.28648,174.776217
103576886,2019-08-30,Male,40s,Online,2019-09-01,C10001,41,98,39704.3,33086.893,Foods,Snacks,Asia,Yemen,YE,YEM,15.0,48.0
103646409,2020-12-13,Male,40s,Offline,,D10002,21,84,30245.6,14314.547,Office,Office Supplies,Asia,Mongolia,MN,MNG,47.0077031,103.7914154
103686749,2019-04-30,Female,50s,Online,2019-05-02,C10003,4,58,31748.3,13497.018,Foods,Vegetables,America,Canada,CA,CAN,45.423494,-75.697933
103796613,2019-07-30,Female,50s,Offline,,A10002,21,65,39441.7,32868.074,Beauty & Health,Personal Care,Asia,Mongolia,MN,MNG,47.0077031,103.7914154
103845965,2017-11-25,Male,30s,Offline,,C10007,6,64,140.0,116.625,Foods,Meat,Europe,Croatia,HR,HRV,45.1,15.3
103881585,2020-06-15,Female,50s,Offline,,D10001,4,76,39644.3,38002.467,Home,Household,America,Canada,CA,CAN,45.423494,-75.697933
103906047,2020-09-27,Male,20s,Offline,,C10007,14,57,37951.3,31626.064,Foods,Meat,Europe,Hungary,HU,HUN,47.162494,19.503304
103906476,2019-01-27,Female,20s,Offline,2019-01-29,B10001,33,61,30139.1,13401.78,Clothes,Clothes,Europe,Sweden,SE,SWE,59.6167,16.55
103913772,2017-01-29,Male,60s,Offline,,A10001,25,59,39454.7,24384.358,Beauty & Health,Cosmetics,Europe,Norway,NO,NOR,59.9138204,10.7387413
103930938,2017-05-10,Female,30s,Offline,,C10004,17,41,16271.8,13559.848,Foods,Fruits,Asia,Japan,JP,JPN,36.204824,138.252924
103963553,2019-04-29,Male,30s,Online,2019-05-03,B10001,4,85,12984.6,10820.541,Clothes,Clothes,America,Canada,CA,CAN,45.423494,-75.697933
103988444,2017-05-05,Male,20s,Online,2017-05-12,C10002,4,82,76813.9,47010.168,Foods,Beverages,America,Canada,CA,CAN,45.423494,-75.697933
104016339,2019-07-13,Male,30s,Offline,2019-07-15,A10001,5,59,38133.0,31777.458,Beauty & Health,Cosmetics,Asia,China,CN,CHN,35.86166,104.195397
104059255,2018-03-20,Female,40s,Offline,,D10001,5,62,14871.6,12393.019,Home,Household,Asia,China,CN,CHN,35.86166,104.195397
104067838,2020-11-05,Male,50s,Online,2020-11-11,C10001,30,70,36673.2,30560.989,Foods,Snacks,Asia,Singapore,SG,SGP,1.2894066,103.8499619
104107749,2018-06-28,Male,30s,Online,2018-06-28,C10006,30,99,39650.7,38875.62,Foods,Cereal,Asia,Singapore,SG,SGP,1.2894066,103.8499619
104126203,2019-09-26,Female,60s,Offline,,C10007,35,42,38302.0,37928.666,Foods,Meat,Asia,Thailand,THA,TH,13.75,100.5167
104176414,2019-10-11,Male,30s,Offline,,C10004,31,35,39027.8,15031.811,Foods,Fruits,Asia,South Korea,KR,KOR,35.907757,127.766922
104214608,2017-12-11,Female,50s,Online,2017-12-15,A10001,41,56,19280.1,11834.05,Beauty & Health,Cosmetics,Asia,Yemen,YE,YEM,15.0,48.0
104236066,2019-10-25,Female,20s,Offline,,B10001,5,61,38481.6,37437.164,Clothes,Clothes,Asia,China,CN,CHN,35.86166,104.195397
104253661,2020-07-26,Female,30s,Online,2020-07-29,C10002,35,87,30163.2,11782.865,Foods,Beverages,Asia,Thailand,THA,TH,13.75,100.5167
104341208,2017-10-22,Female,40s,Online,2017-10-22,B10001,39,59,14259.9,11883.235,Clothes,Clothes,America,United States of America,US,USA,37.09024,-95.712891
104341638,2017-06-30,Female,40s,Offline,,B10001,1,88,55249.5,23461.38,Clothes,Clothes,Oceania,Australia,AU,AUS,-35.3069444,149.1242972
104342925,2019-08-05,Male,50s,Offline,,B10001,33,61,38404.3,32003.617,Clothes,Clothes,Europe,Sweden,SE,SWE,59.6167,16.55
104345929,2019-01-28,Male,50s,Offline,2019-02-01,D10001,1,81,31900.3,15325.619,Home,Household,Oceania,Australia,AU,AUS,-35.3069444,149.1242972
104372107,2018-03-02,Male,20s,Offline,,C10002,24,47,20721.9,19087.546,Foods,Beverages,Oceania,New Zealand,NZ,NZL,-41.28648,174.776217
104406011,2018-11-29,Female,50s,Online,2018-12-02,A10001,34,43,43059.8,24354.319,Beauty & Health,Cosmetics,Asia,Taiwan,TW,TWN,23.69781,120.960515
104410731,2018-10-22,Female,30s,Offline,,D10001,39,49,43631.3,16832.054,Home,Household,America,United States of America,US,USA,37.09024,-95.712891
104412019,2020-07-21,Female,50s,Offline,2020-07-27,C10004,28,92,38791.8,13778.844,Foods,Fruits,Europe,Russia,RU,RUS,55.755786,37.617633
104423177,2017-04-09,Male,30s,Online,2017-04-16,D10001,4,54,65056.1,42288.741,Home,Household,America,Canada,CA,CAN,45.423494,-75.697933
104440343,2019-02-01,Female,40s,Online,2019-02-04,B10001,26,55,31156.0,25963.316,Clothes,Clothes,Asia,Philippines,PH,PHL,14.5833333,120.9666667
104455792,2019-05-25,Female,30s,Offline,,C10004,5,82,30014.4,24085.53,Foods,Fruits,Asia,China,CN,CHN,35.86166,104.195397
104461371,2018-11-28,Female,20s,Online,2018-11-29,D10001,8,51,14423.7,11271.663,Home,Household,Europe,Denmark,DK,DNK,56.26392,9.501785
104477250,2017-03-25,Female,40s,Online,2017-03-27,C10005,39,51,32930.3,27441.917,Foods,Baby Food,America,United States of America,US,USA,37.09024,-95.712891
104540336,2017-05-13,Male,20s,Offline,,C10004,41,51,23320.9,17723.427,Foods,Fruits,Asia,Yemen,YE,YEM,15.0,48.0
104564368,2018-03-27,Male,30s,Offline,,C10002,15,92,16905.9,14020.158,Foods,Beverages,Europe,Iceland,IS,ISL,65.0,-18.0
